,0
238,达多多_商品总体销量历史_新鲜柔软椰蓉面包清香优质营养优选早餐下午茶一个管饱糕点
239,达多多_商品总体销量历史_旺丰非遗 零添加 酱香红油豆瓣酱经典川味炒菜烹饪调味酱郫县豆瓣
240,达多多_商品总体销量历史_旺家福老卤鸭爪独立包装鸭掌卤味休闲追剧解馋鸭脚下酒小零食
241,达多多_商品总体销量历史_昊七七冷面东北正宗小麦冷面酸甜凉面韩式风味延吉拌冷面方便速食
242,达多多_商品总体销量历史_昊七七烤冷面家庭装正宗烤冷面片皮面饼早餐速食小吃送专用酱家用
243,达多多_商品总体销量历史_春旺袋装花生坚果零食香脆咸味盐焗花生米山东特产下酒菜2斤装
244,达多多_商品总体销量历史_暴肌独角兽 0脂黑咖啡 美式咖啡3秒速溶口感醇厚冷热双泡媲美现磨
245,达多多_商品总体销量历史_朋派盐味烘烤黑豆高蛋白香酥脆休闲解馋零食獨立包裝即食黑豆
246,达多多_商品总体销量历史_李海龙麻辣烫速食包 3包5包 每包437克 东北麻辣烫方便简单常温
247,达多多_商品总体销量历史_杨先生红糖麻花370g肉松麻花330g非遗手工传统糕点休闲咸香酥脆
248,达多多_商品总体销量历史_松鲜鲜松茸鲜调味料100g+试吃35g零添加剂家用炒菜煲汤提鲜调料
249,达多多_商品总体销量历史_森庄农品【5袋仅9.9】泰国西米100g包奶茶店专用材料甜品烘焙原料
250,达多多_商品总体销量历史_椰汁【0糖生椰添加胶原蛋白肽】0反式脂肪酸椰乳椰奶整箱装无菌
251,达多多_商品总体销量历史_榆小七四川麻辣萝卜干 袋装500克香辣爽脆下饭开胃农家特产脆萝卜
252,达多多_商品总体销量历史_槐兰香优质果酒酵母葡萄桔子火龙果家庭自制冰镇水果酒专用酵母
253,达多多_商品总体销量历史_正宗5斤东北大碴粥大碴子粥黑土地玉米碴五谷杂粮营养健康粗粮
254,达多多_商品总体销量历史_比比赞黑麦海盐苏打饼干整箱饱腹代餐梳打小零食小吃休闲食品SW
255,达多多_商品总体销量历史_汉小二贵州特产木姜子味手工炒制糊辣椒面香辣下饭开袋即食烧烤料
256,达多多_商品总体销量历史_泓一千层软撕面包大波浪南瓜吐司蛋糕早餐整箱组合松软解馋充饥Z
257,达多多_商品总体销量历史_泰城谷匠 猴头菇牛奶燕麦片代餐冲泡即食500g_罐
258,达多多_商品总体销量历史_泰山娃薄脆小饼干早餐休闲零食糕点酥脆椰奶巧克力味美味甄选解馋
259,达多多_商品总体销量历史_活力洽坚果脆芙【腰果_巴旦木】甄选大颗坚果蛋香浓郁即食酥脆饼干
260,达多多_商品总体销量历史_浣小兜免煮七色纯粗粮杂粮饭 熟的开袋即食糙米饭免加工轻食代餐
261,达多多_商品总体销量历史_浪浪虾片双口味脆虾片鲜虾片薯片虾条休闲追剧小零食
262,达多多_商品总体销量历史_海天上等蚝油590g挤挤装海鲜蚝汁提鲜增味点蘸拌馅炒菜烹饪调味料
263,达多多_商品总体销量历史_湖南特产平江经典 手撕大辣片 80后儿时零食125g香辣小吃传统风味
264,达多多_商品总体销量历史_湖南素板筋素牛筋经典嚼劲辣条香辣调味面制品童年零食美味精选
265,达多多_商品总体销量历史_潘阿姨去皮鸡腿高蛋白饱腹轻速食鸡胸肉即食健身代餐熟食解馋零食
266,达多多_商品总体销量历史_潮汕集锦卤汁老卤水卤味料包传统卤鹅肉酱牛肉卤料包家庭卤小包装
267,达多多_商品总体销量历史_燃叫【热辣同款】【送冰川杯】_0脂肪黑咖啡冷热双泡速溶2g_40 条  
268,达多多_商品总体销量历史_牛排腌料牛排家常作法牛肉猪肉鸡肉皆可腌制浓郁美食
269,达多多_商品总体销量历史_牧果人一包“梅”好散装混合果干酸甜梅子蜜饯软糯水果干制品1斤装
270,达多多_商品总体销量历史_状元妈麻辣萝卜干高山下饭香辣咸菜即食脆萝卜丁爽口榨菜小菜农家
271,达多多_商品总体销量历史_甄磨坊千层茯苓八珍糕手工制作不加蔗糖营养均衡老少皆宜好吃即食
272,达多多_商品总体销量历史_甄磨坊红枣山药八珍糕手工制作不加蔗糖营养均衡老人代餐
273,达多多_商品总体销量历史_甄磨坊血糯米红豆山药紫米饼传统糕点独立包装软糯皮薄拉丝代餐
274,达多多_商品总体销量历史_甄选自营 _ 东方甄选3.8g乳蛋白沙漠纯牛奶 200ml_15盒_箱 2箱装
275,达多多_商品总体销量历史_甄选自营 _ 东方甄选酱牛肉 2_3_5袋装 即食醇香肉质 200g_袋  
276,达多多_商品总体销量历史_甄选自营｜东方甄选黄糯玉米颗粒饱满 每箱1600g
277,达多多_商品总体销量历史_甜苦瓜迷你款纯奶手工面包新品新鲜美味韧性早餐柔奶香软鲜香包邮
278,达多多_商品总体销量历史_番泻叶独立包装【一次只需要1包到2包】养生茶饮料代用茶
279,达多多_商品总体销量历史_百岁山天然矿泉水348ml_6瓶装水含偏硅酸健康饮用水非纯净水
280,达多多_商品总体销量历史_百菲酪水牛奶纯牛奶整箱牛奶部分牛奶儿童早餐奶200ml高品质营养
281,达多多_商品总体销量历史_盐焗鸡脚筋梅州客家特产鸡脆骨网红爆款办公室即吃零食
282,达多多_商品总体销量历史_石磨纯芝麻油传统瓶装月子油香油麻油拌凉菜火锅油碟浓郁炒菜厨房
283,达多多_商品总体销量历史_碧翠园全麦核桃红枣果仁面包车轮面包切片面包早八人必备速食早餐
284,达多多_商品总体销量历史_碧翠园早餐健身代餐全麦软糯欧包夹心有馅欧包面包饱腹500g_10只
285,达多多_商品总体销量历史_神州沃良东北大米雨姐盘锦蟹田香米10斤真空包装新米加300g试吃装
286,达多多_商品总体销量历史_福鳞湾鱿鱼仔满馅开袋即食鱿鱼海味零食海鲜熟食食品下酒菜墨鱼仔
287,达多多_商品总体销量历史_笋小样全新包装爽口美味袋中袋超大包酸辣新鲜独立清脆即食制作香
288,达多多_商品总体销量历史_纯手工红糖广西甘蔗糖原味古方生姜茶独立包装喝正宗古法黑糖块状
289,达多多_商品总体销量历史_网红零食蜡瓶糖夹心爆浆主播吃同款蜡瓶糖果蜡瓶糖夹心爆浆解压
290,达多多_商品总体销量历史_美味佳【新日期】黄咖喱100g原味香辣正宗泰式速食方便块状咖喱
291,达多多_商品总体销量历史_老式手工麻花8090儿时怀旧零食特产麻花小时候味道串串香168克_包
292,达多多_商品总体销量历史_老式沙琪玛硬脆琪玛酥怀旧零食特产糕点解馋饼干休闲小吃批发整箱
293,达多多_商品总体销量历史_脆升升香脆薯条20g_20包小包装休闲零食小吃休闲食品解馋小零食
294,达多多_商品总体销量历史_臭宝方便速食螺蛳粉爆爆浓汤大片腐竹330g×1袋广西特产螺狮粉
295,达多多_商品总体销量历史_臭宝柳州螺蛳粉爆辣重辣爆汁爆爆浓汤大片腐竹螺蛳粉8袋组合A06
296,达多多_商品总体销量历史_臭宝柳州螺蛳粉酸爽鲜香爆辣大片腐竹酸辣螺蛳粉乐享版组合5袋A03
297,达多多_商品总体销量历史_舌尖行【30枚仅3.99】紫薯仔水晶紫薯仔地瓜干番薯干红薯干紫薯干
298,达多多_商品总体销量历史_舒赞手工厚切牛乳生吐司抹茶手撕面包巧克力蛋糕儿童早餐紫薯零食
299,达多多_商品总体销量历史_良品铺子葡萄干沙琪玛500g×1箱早餐糕点办公室优质新鲜休闲整箱
300,达多多_商品总体销量历史_良品铺子酥脆薄饼300g×1盒零食小吃休闲饼干解馋网红薄脆好吃小包
301,达多多_商品总体销量历史_苏小鲜0蔗糖黑米芡实糕 传统手工制作 软糯香甜 营养代餐 200g
302,达多多_商品总体销量历史_英之素营养米糊健身增肌能量桶装米粉瘦子补充快碳食品即代餐增肥
303,达多多_商品总体销量历史_茶口乐 蜜桃乌龙清润清爽茶萃茶叶含片27g_3瓶_盒便携装无蔗糖
304,达多多_商品总体销量历史_莲花味精100g5袋装家用绿色食品调味料经典煲汤烹饪炒菜鲜味美味
305,达多多_商品总体销量历史_董小姐厚切吐司轻食代餐早餐食品面包整箱糕点手撕充饥解馋小零食
306,达多多_商品总体销量历史_蓝莓岩烧乳酪夹心吐司面包整箱早餐健康零食小吃休闲食品速食蛋糕
307,达多多_商品总体销量历史_虎小将海苔碎拌饭儿童早餐宝宝辅食营养食品小学生婴幼儿零食
308,达多多_商品总体销量历史_裙带菜虾皮汤速食汤懒人速食 汤鲜味美 即冲即食 
309,达多多_商品总体销量历史_襄王妃花椒馍片6大包追剧零食椒香麻辣酥脆解馋小吃办公室零食
310,达多多_商品总体销量历史_西麦新品高钙牛奶燕麦片392g营养学生早餐独立即冲出游速食-TY
311,达多多_商品总体销量历史_认真全麦风吹饼干【0脂肪0蔗糖】五谷杂粮薄脆饼干香酥脆健康无蔗糖
312,达多多_商品总体销量历史_豫吉鱼骨咸味饼干早餐零食饼干零食批发小饼干儿童咸味解馋岩烧
313,达多多_商品总体销量历史_豫道食品香辣重庆小面135g_6桶装麻辣鲜香非油炸冲泡美味方便速食
314,达多多_商品总体销量历史_贝夫无糖水牛奶蛋糕代餐好吃解馋营养质早餐面包点心松软美味零食
315,达多多_商品总体销量历史_贵州特产大方传统手撕豆腐1包邮【粉丝福利 每天200单】
316,达多多_商品总体销量历史_趣享派鸡脚筋广东梅州盐焗鸡脚筋无骨即食零食健康盐焗鸡零食小吃
317,达多多_商品总体销量历史_轻上 【官方正品】轻上西梅多多0添加蔗糖发酵酸奶饮品营养甄选
318,达多多_商品总体销量历史_达利园法式软面包香奶味360g×1袋休闲新鲜奶香香味香甜早餐面包
319,达多多_商品总体销量历史_连之众 330g_8包正宗柳州螺蛳粉香辣柳州即食水煮鲜香好吃夜宵
320,达多多_商品总体销量历史_闪香牛肉筋牛肉干边角料筋头巴脑肥瘦相间网红零食内蒙古特产125G
321,达多多_商品总体销量历史_阿宽 魔芋凉面凉皮冷面6袋装干拌低脂面体代餐开袋即食方便泡面
322,达多多_商品总体销量历史_陕西烤花馍非油炸独立包装休闲零食18_40_60包多省包邮
323,达多多_商品总体销量历史_雨旺【到手8个】95g_包新鲜香松鸡蛋面包香醇营养早餐蛋皮面包整箱
324,达多多_商品总体销量历史_零食儿时亲亲嘴烧经典小辣条吃货解馋麻辣烧小卖部休闲食品小吃
325,达多多_商品总体销量历史_青桔柠檬百香果茶独立包装金桔柠檬百香果冻干水果茶冷泡茶柠檬茶
326,达多多_商品总体销量历史_青桔柠檬百香果茶独立包装金桔柠檬百香果冻干水果茶柠檬味冷泡茶
327,达多多_商品总体销量历史_青桔柠檬百香果茶独立包装金桔柠檬百香果茶水果茶冷柠檬味泡茶包
328,达多多_商品总体销量历史_青橙策  鸡肉干切条鸡胸肉原切高蛋白营养健身优质脂肪零食即食
329,达多多_商品总体销量历史_青花椒油特麻四川麻椒藤椒凉拌菜麻辣烫火锅调料食用油200ml410ml
330,达多多_商品总体销量历史_非转基因农家自榨食用油纯菜籽油5L9.2斤
331,达多多_商品总体销量历史_风干鸡肉干手撕劲道嚼劲零食追剧耐嚼解馋即食高蛋白腌制口感入味
332,达多多_商品总体销量历史_风干鸡胸肉干250g_500g手撕鸡肉干零食耐嚼解馋即食麻辣五香劲道
333,达多多_商品总体销量历史_饿马鸭锁骨高蛋白零食爆款零食休闲零食开袋即食解馋追剧零食115g
334,达多多_商品总体销量历史_馋馋君炭烤鸭翅中【每包8根纯翅中】湖南经典新鲜香辣味即食开袋
335,达多多_商品总体销量历史_馥食集【0脂肪0蔗糖】关东煮调味料寿喜烧火锅底料便利店同款风味
336,达多多_商品总体销量历史_馥食集【19.9元3瓶】附赠食谱0蔗糖轻食好吃经典蔬菜奇亚籽健身美味
337,达多多_商品总体销量历史_馥食集盐焗粉30g家用盐焗专用料客家盐焗调味料商用调味料
338,达多多_商品总体销量历史_馥食集麻辣香锅调料60g_3袋正宗干锅酱火锅底料调味料酱香香锅料
339,达多多_商品总体销量历史_马小养【买二发四】新疆特产奶香黑椰枣 软糯香甜 营养丰富 100g_袋
340,达多多_商品总体销量历史_马小养【红糖姜片】沂蒙特产精选软糯肉厚辛甜爽口美味新鲜泡茶即食
341,达多多_商品总体销量历史_马小眼盐炒黑豆500g高蛋白干炒熟盐孕妇零食杂粮香酥脆下酒小吃
342,达多多_商品总体销量历史_鲜香味美品牌老婆饼软糯香甜美味传统制作老式糕点保质期即食零食
343,达多多_商品总体销量历史_鲨鱼菲特0脂黑咖啡冷热双泡云南咖啡美式小粒醇香蛋白质能量sw
344,达多多_商品总体销量历史_鲨鱼菲特0脂黑咖啡速溶冷热双泡云南咖啡美式小粒醇香蛋白质能量
345,达多多_商品总体销量历史_鸡胸肉即食健身代餐减0低脂开袋速食肥餐卡解馋饱腹轻主食零食品
346,达多多_商品总体销量历史_鹰嘴豆罐装500g熟即食无添加糖油新疆特产杂粮豆浆伴侣零食小吃
347,达多多_商品总体销量历史_麦家欢芋泥紫米面包棒110克独立包装短保8天营养早餐【到手6根】
348,达多多_商品总体销量历史_麦谷村液体沙拉代餐轻液断配料干净益生元果蔬汁sss
349,达多多_商品总体销量历史_麦食度【12个】芋泥牛油果肉松夹心三明治面包早餐代餐糕点零食休闲
350,达多多_商品总体销量历史_黄山烧饼安徽特产梅干菜扣肉酥饼好吃办公室零食酥脆早餐营养美味
351,达多多_商品总体销量历史_黄桃罐头3+1到手4瓶500克新鲜解腻解馋美味黄桃罐头
352,达多多_商品总体销量历史_（大餐救星）碱法原麦全麦碱水面包无蔗糖无油咸味健康低脂饱腹即食
353,达多多_商品总体销量历史_（雪山海盐芝士）奶酪碱水球无蔗糖咸味健康低脂即食抗饿饱腹
354,达多多_商品总体销量历史_（雪山海盐芝士）碱法原麦全麦奶酪碱水球无蔗糖咸味健康低脂
